StartDate,EndDate,Name,Price,URL,Image,Location,Location,Region,Street,postalCode,Latitude,Longitude,Description
2022-09-21,2022-09-21,Totalcoin Income Opportunities Free Interactive Seminar,0.00,https://www.eventbrite.com/e/totalcoin-income-opportunities-free-interactive-seminar-tickets-394268877827,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F327563229%2F215027208367%2F1%2Foriginal.20220801-105609?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=28%2C0%2C736%2C368&s=3c29fd6526b87c8e5c8f3b818eb1df9b,Marble Arch Hotel,Nairobi,Nairobi County,P.O Box 13664,00400,-1.2920659,36.82194619999996,Get Free Bitcoin to Start your Investment Journey on Totalcoin
2022-09-10,2022-09-10,Make Fashion Circular: Textile Waste and Its Impact in Kenya,0.00,https://www.eventbrite.com/e/make-fashion-circular-textile-waste-and-its-impact-in-kenya-tickets-392741168407,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F336611879%2F38806668370%2F1%2Foriginal.20220816-200836?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=47144b0a5da938c0e81913c9c824a881,The Atrium,Nairobi,Nairobi County,Chaka Road,,-1.289143,36.7903737,"Join us for a panel discussion followed by a ""networking"" clothing swap!"
2022-09-10,2022-09-10,Andela September Meet-up | Nairobi,0.00,https://www.eventbrite.com/e/andela-september-meet-up-nairobi-tickets-407887692067,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F341876909%2F705730673293%2F1%2Foriginal.20220825-092525?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=0e840ed06bd553e32711f10200e35101,Strikez Bowling,Nairobi,Nairobi County,Mwanzi Road,,-1.2570461,36.8033013,Andelans of Nairobi are invited to come together for an afternoon of bowling and networking
2022-09-24,2022-09-24,CONVO SATO – French conversations,0.00,https://www.eventbrite.com/e/convo-sato-french-conversations-tickets-340116767407,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F284466249%2F961056600783%2F1%2Foriginal.20220513-191104?w=360&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C13%2C360%2C180&s=7a6e656188d1f6f3118d8b2f3e081988,Arboretum,Nairobi,Nairobi,Arboretum,00100,-1.276721,36.8076417,CONVO SATO is all about French conversations. Come practice your French language with friends as we become multilingual! Karibu!
2022-10-26,2022-10-27,African Insurance & Reinsurance Conference 2022,0.00,https://www.eventbrite.com/e/african-insurance-reinsurance-conference-2022-tickets-367410082447,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F303282909%2F192316792531%2F1%2Foriginal.20220615-085608?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C64%2C1078%2C539&s=ca8d8448adf82b4dd9a38060cdda3f02,Crowne Plaza Nairobi,Nairobi,Nairobi County,Upper Hill Road,,-1.300419,36.81564900000001,The hybrid Africa Insurance & Reinsurance Conference ( AIRC 2022) will be held on the 26th & 27th October 2022
2022-09-06,2022-09-06,TRADEHOUSE KENYA,0.00,https://www.eventbrite.com/e/tradehouse-kenya-tickets-259951631327,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F222321159%2F295639653934%2F1%2Foriginal.20220201-233041?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=842c1d308e60d8df726b192108e37e81,Level 24 Eatery 24th Floor Le Mac Building,Nairobi,Nairobi County,"Church Road, off Rhapta Road",00800,-1.2633142,36.788277,WELCOME TO KENYA ENTREPRENEURS LEARN HOW TRADE FOREX & CRYPTO.
2022-09-26,2022-09-26,Nairobi books club,0.00,https://www.eventbrite.hk/e/nairobi-books-club-tickets-358606380337,https://demofree.sirv.com/nope-not-here.jpg,Kimathi Street,Nairobi,Nairobi County,Kimathi Street,,-1.2837414,36.8227456,"Eat, drink and lose yourself in books, find yourself and others too!!! Every 3rd Sunday of Month. 3pm Kimanthi street."
2022-09-06,2022-09-06,WELCOME TO THE NEW ERA: WOMEN INTO FOREX AND CRYPTO,0.00,https://www.eventbrite.com/e/welcome-to-the-new-era-women-into-forex-and-crypto-tickets-259942915257,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F222319189%2F295639653934%2F1%2Foriginal.20220201-232717?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=12c900294117bcb15e25b0d683b6d42a,Level 24 Eatery 24th Floor Le Mac Building,Nairobi,Nairobi County,Church Road,00800,-1.2614276,36.7894403,"Learn the Power of Forex & Crypto in Kenya, essential for this digital age"
2022-11-22,2022-11-23,Annual Banking and Finance Conference 2022,0.00,https://www.eventbrite.com/e/annual-banking-and-finance-conference-2022-tickets-367421606917,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F303293559%2F192316792531%2F1%2Foriginal.20220615-092602?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C22%2C1920%2C960&s=ae890200a9a600fd924551a4430421b4,Crowne Plaza Nairobi,Nairobi,Nairobi County,Upper Hill Road,,-1.300419,36.81564900000001,The Hybrid  Annual Banking and Finance Conference 2022 which is scheduled to be held on the 22nd  & 23rd  November 2022.
2022-09-05,2022-09-09,Car Alarms & GPS Tracker Systems Installation Skills,0.00,https://www.eventbrite.com/e/car-alarms-gps-tracker-systems-installation-skills-tickets-264191232087,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F343920719%2F29650787725%2F1%2Foriginal.20220829-152323?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C50%2C1800%2C900&s=6507f0f196ee6b3aa81721413283577f,KENVISION TECHNIKS WORKSHOPS,Nairobi,Nairobi,KAHAWA SUKARI AVE,,-1.1892513,36.93200019999995,"Automotive security systems & Components Installation Skills
Fee: 200 USD or KES 20K
Venue: Kenvision Techniks Talent Centre, Q7-9, Feliz"
2022-11-09,2022-11-11,The BIG 5 Construct Kenya 2022,0.00,https://www.eventbrite.co.uk/e/the-big-5-construct-kenya-2022-registration-333512995347,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F322142889%2F495737501227%2F1%2Foriginal.20220721-080225?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C529%2C4952%2C2476&s=d19f70250076a1ad870fe4c936c9327e,"The Sarit Expo Centre, Nairobi",Kenya,Nairobi County,Pio Gama Pinto Road,00800,-1.2617622,36.8015602,A 3-day face to face conference and exhibition giving you direct access to key buyers in Kenya's thriving construction market.
2023-07-15,2023-07-15,Maximize Your Resume Score Workshop - Nairobi,0.00,https://www.eventbrite.com/e/maximize-your-resume-score-workshop-nairobi-tickets-399396715327,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F332131429%2F442638740656%2F1%2Foriginal.20220805-083517?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C16%2C1640%2C820&s=323381006d6b92eacdf1c00473116773,"ONLINE EVENT - Attend Anywhere with Fast Wifi and Sound, Nairobi",Nairobi,,Nairobi,100,-1.2920659,36.8219462,Discover The Top Resume Mistakes That May Be Costing You Your Dream Job
2023-06-24,2023-06-30,Reset your mind - Revive your life: 7-Day Retreat in Magical Kenya,0.00,https://www.eventbrite.com/e/reset-your-mind-revive-your-life-7-day-retreat-in-magical-kenya-tickets-413659515747,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F347722609%2F689333349913%2F1%2Foriginal.jpg?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=4b6fe604f3c4529b17ab9605e7d5d454,Kenya,Nyeri,Laikipia,Sandai Farm,10100,-0.2949237,36.951313,A retreat for mid-career professionals to reset their mind and come away with clear next steps for their life journey.
